,「【必要会場面積／必要人数リスト】アクティビティ＆フード」を参照して作成しております　↓,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://docs.google.com/spreadsheets/d/1Et1sxFLvO9ufXjWF7n6aq_GvciMup-ikNKT6WOo7ijI/edit?gid=1965560400#gid=1965560400,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"【注意】
こちらの各アサイン人数は絶対ではございません。
お客様のご要望や状況によって人数は増減致します。
あくまで目安としてご利用いただければと思います。

こちらに記載しているコンテンツは全てリアルイベントのアサイン人数です。",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"【コピペ方法】
下記の部分をコピーしてください！
ペーストする際もしっかりマスに合わせてペーストをお願いします。",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25HUNT,参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（10～17チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,冒険家,,,,2,,,,MC,,冒険家,,,,2,,,,MC,,冒険家,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,ミッション,,,,4,,,,FC,,ミッション,,,,4,,,,FC,,ミッション,,
,5,,,,FC,,ミッション,,,,5,,,,FC,,ミッション,,,,5,,,,FC,,ミッション,,
,6,,,,,,,,,,6,,,,FC,,ミッション,,,,6,,,,FC,,ミッション,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,FC,,ミッション,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,FC,,ミッション,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"キングオブラスベガス
（カジノ）

※D/OP推奨コンテンツ
※1つのゲームにつき1名ディーラーが必要",参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（10～17チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,,,,,2,,,,MC,,,,,,2,,,,MC,,,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,パートナー様,,,FC,,ディーラー（ゲーム数で追加）,,#N/A,,4,パートナー様,,,FC,,ディーラー（ゲーム数で追加）,,#N/A,,4,パートナー様,,,FC,,ディーラー（ゲーム数で追加）,,#N/A
,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,
,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,
,7,,,,FC,,巡回,,,,7,,,,FC,,巡回,,,,7,,,,FC,,巡回,,
,8,,,,,,,,,,8,,,,FC,,巡回,,,,8,,,,FC,,巡回,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,FC,,巡回,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"カイジ

※「限定じゃんけん」の卓数により、
巡回の人数は変動します。

※圧倒的カイジプランは＋1名MC追加",参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（10～17チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,帝愛グループの幹部,,,,2,,,,MC,,帝愛グループの幹部,,,,2,,,,MC,,帝愛グループの幹部,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,
,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,
,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,
,7,,,,FC,,巡回,,,,7,,,,FC,,巡回,,,,7,,,,FC,,巡回,,
,8,,,,FC,,巡回,,,,8,,,,FC,,巡回,,,,8,,,,FC,,巡回,,
,9,,,,FC,,巡回,,,,9,,,,FC,,巡回,,,,9,,,,FC,,巡回,,
,10,,,,,,,,,,10,,,,FC,,巡回,,,,10,,,,FC,,巡回,,
,,,,,,,,,,,11,,,,FC,,巡回,,,,11,,,,FC,,巡回,,
,,,,,,,,,,,12,,,,,,,,,,12,,,,FC,,巡回,,
,,,,,,,,,,,,,,,,,,,,,13,,,,FC,,巡回,,
,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"消えた資料

※基本FCは大グループ1つに
対してスタッフ1人対応する形です。",参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（10～17チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,探偵,,,,2,,,,MC,,探偵,,,,2,,,,MC,,探偵,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,
,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,
,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,
,7,,,,,,,,,,7,,,,FC,,巡回,,,,7,,,,FC,,巡回,,
,8,,,,,,,,,,8,,,,FC,,巡回,,,,8,,,,FC,,巡回,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,FC,,巡回,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,FC,,巡回,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"大軍議

※基本FCは大グループ1つに
対してスタッフ1人対応する形です。",参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（10～17チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,赤母衣衆 棟梁,,,,2,,,,MC,,赤母衣衆 棟梁,,,,2,,,,MC,,赤母衣衆 棟梁,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,
,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,
,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,
,7,,,,,,,,,,7,,,,FC,,巡回,,,,7,,,,FC,,巡回,,
,8,,,,,,,,,,8,,,,FC,,巡回,,,,8,,,,FC,,巡回,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,FC,,巡回,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,FC,,巡回,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ジャングルサバイバル,参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（10～17チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,船長,,,,2,,,,MC,,船長,,,,2,,,,MC,,船長,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,5,巡回,,,,4,,,,FC,5,巡回,,,,4,,,,FC,6,巡回,,
,5,,,,FC,4,巡回,,,,5,,,,FC,5,巡回,,,,5,,,,FC,6,巡回,,
,6,,,,,,,,,,6,,,,FC,5,巡回,,,,6,,,,FC,6,巡回,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,FC,6,巡回,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
帰宅困難サバイバル,参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（10～17チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,新入社員役,,,,2,,,,MC,,新入社員役,,,,2,,,,MC,,新入社員役,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,5,巡回,,,,4,,,,FC,5,巡回,,,,4,,,,FC,6,巡回,,
,5,,,,FC,4,巡回,,,,5,,,,FC,5,巡回,,,,5,,,,FC,6,巡回,,
,6,,,,,,,,,,6,,,,FC,5,巡回,,,,6,,,,FC,6,巡回,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,FC,6,巡回,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ゾンビパンデミック,参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（10～17チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,新入社員役,,,,2,,,,MC,,新入社員役,,,,2,,,,MC,,新入社員役,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,5,巡回,,,,4,,,,FC,5,巡回,,,,4,,,,FC,6,巡回,,
,5,,,,FC,4,巡回,,,,5,,,,FC,5,巡回,,,,5,,,,FC,6,巡回,,
,6,,,,,,,,,,6,,,,FC,5,巡回,,,,6,,,,FC,6,巡回,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,FC,6,巡回,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ワールドリーダーズ

※チーム数が10チームを超える場合は
世界数を増やす必要あり",参加人数：～49名　（～10チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）,,,,,,,,,,参加人数：100～150名　（21～30チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,,,,,2,,,,MC,,,,,,2,,,,MC,,,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,バンカー,,,,4,,,,FC,,バンカー,,,,4,,,,FC,,バンカー,,
,5,,,,FC,2,ディーラー,,,,5,,,,FC,2,ディーラー,,,,5,,,,FC,2,ディーラー,,
,6,,,,FC,2,ディーラー,,,,6,,,,FC,2,ディーラー,,,,6,,,,FC,2,ディーラー,,
,7,,,,FC,2,ディーラー,,,,7,,,,FC,2,ディーラー,,,,7,,,,FC,2,ディーラー,,
,8,,,,FC,2,ディーラー,,,,8,,,,FC,2,ディーラー,,,,8,,,,FC,2,ディーラー,,
,9,,,,FC,2,ディーラー,,,,9,,,,FC,1,ディーラー,,,,9,,,,FC,1,ディーラー,,
,10,,,,,,,,,,10,,,,FC,,バンカー,,,,10,,,,FC,,バンカー,,
,,,,,,,,,,,11,,,,FC,2,ディーラー,,,,11,,,,FC,2,ディーラー,,
,,,,,,,,,,,12,,,,FC,2,ディーラー,,,,12,,,,FC,2,ディーラー,,
,,,,,,,,,,,13,,,,FC,2,ディーラー,,,,13,,,,FC,2,ディーラー,,
,,,,,,,,,,,14,,,,FC,2,ディーラー,,,,14,,,,FC,2,ディーラー,,
,,,,,,,,,,,15,,,,FC,1,ディーラー,,,,15,,,,FC,1,ディーラー,,
,,,,,,,,,,,16,,,,,,,,,,16,,,,FC,,バンカー,,
,,,,,,,,,,,,,,,,,,,,,17,,,,FC,2,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,18,,,,FC,2,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,19,,,,FC,2,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,20,,,,FC,2,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,21,,,,FC,1,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ロケットPDCA,参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）　※要相談が必要！,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,ロケット開発プロジェクトリーダー,,,,2,,,,MC,,ロケット開発プロジェクトリーダー,,,,2,,,,MC,,ロケット開発プロジェクトリーダー,,
,3,,,,OP,,発射所,,,,3,,,,OP,,発射所,,,,3,,,,OP,,発射所,,
,4,,,,OP,,発射所,,,,4,,,,OP,,発射所,,,,4,,,,OP,,発射所,,
,5,,,,FC,,ミッション,,,,5,,,,FC,,ミッション,,,,5,,,,FC,,ミッション,,
,6,,,,FC,,ミッション,,,,6,,,,FC,,ミッション,,,,6,,,,FC,,ミッション,,
,7,,,,FC,,ミッション,,,,7,,,,FC,,ミッション,,,,7,,,,FC,,ミッション,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"グレートチーム

※1チームにつき1名ディーラーが必要
（ディーラーは現状の運営方法だと
他チームと兼任不可）",参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）,,,,,,,,,,参加人数：100～150名　（18～24チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,,,,,2,,,,MC,,,,,,2,,,,MC,,,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,ディーラー,,,,4,,,,FC,,ディーラー,,,,4,,,,FC,,ディーラー,,
,5,,,,FC,,ディーラー,,,,5,,,,FC,,ディーラー,,,,5,,,,FC,,ディーラー,,
,6,,,,FC,,ディーラー,,,,6,,,,FC,,ディーラー,,,,6,,,,FC,,ディーラー,,
,7,,,,FC,,ディーラー,,,,7,,,,FC,,ディーラー,,,,7,,,,FC,,ディーラー,,
,8,,,,FC,,ディーラー,,,,8,,,,FC,,ディーラー,,,,8,,,,FC,,ディーラー,,
,9,,,,FC,,ディーラー,,,,9,,,,FC,,ディーラー,,,,9,,,,FC,,ディーラー,,
,10,,,,FC,,ディーラー,,,,10,,,,FC,,ディーラー,,,,10,,,,FC,,ディーラー,,
,11,,,,FC,,ディーラー,,,,11,,,,FC,,ディーラー,,,,11,,,,FC,,ディーラー,,
,12,,,,FC,,ディーラー,,,,12,,,,FC,,ディーラー,,,,12,,,,FC,,ディーラー,,
,13,,,,,,,,,,13,,,,FC,,ディーラー,,,,13,,,,FC,,ディーラー,,
,,,,,,,,,,,14,,,,FC,,ディーラー,,,,14,,,,FC,,ディーラー,,
,,,,,,,,,,,15,,,,FC,,ディーラー,,,,15,,,,FC,,ディーラー,,
,,,,,,,,,,,16,,,,FC,,ディーラー,,,,16,,,,FC,,ディーラー,,
,,,,,,,,,,,17,,,,FC,,ディーラー,,,,17,,,,FC,,ディーラー,,
,,,,,,,,,,,18,,,,FC,,ディーラー,,,,18,,,,FC,,ディーラー,,
,,,,,,,,,,,19,,,,FC,,ディーラー,,,,19,,,,FC,,ディーラー,,
,,,,,,,,,,,20,,,,FC,,ディーラー,,,,20,,,,FC,,ディーラー,,
,,,,,,,,,,,21,,,,FC,,ディーラー,,,,21,,,,FC,,ディーラー,,
,,,,,,,,,,,22,,,,FC,,ディーラー,,,,22,,,,FC,,ディーラー,,
,,,,,,,,,,,23,,,,FC,,ディーラー,,,,23,,,,FC,,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,24,,,,FC,,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,25,,,,FC,,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,26,,,,FC,,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,27,,,,FC,,ディーラー,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"災害サバイバル

※基本的にはD,OP,MCだけで行けます。",参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）,,,,,,,,,,参加人数：100～150名　（21～30チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,,,,,2,,,,MC,,,,,,2,,,,MC,,,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,
,5,,,,,,,,,,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,
,6,,,,,,,,,,6,,,,,,,,,,6,,,,FC,,巡回,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
マーダーミステリー,参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）,,,,,,,,,,参加人数：100～150名　（21～30チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,,,,,2,,,,MC,,,,,,2,,,,MC,,,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,
,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,
,6,,,,,,,,,,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,FC,,巡回,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"サバ研
",参加人数：～49名　（～9チーム想定）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,,,,,,,,,,,,,,,,,,,
,1,,,,D,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,MC,,,,,,,,,,,,,,,,,,,,,,,,
,3,,,,OP,,,,,,,,,,,,,,,,,,,,,,,,
,4,,,,FC,2,チームサポ,,,,,,,,,,,,,,,,,,,,,,
,5,,,,FC,2,チームサポ,,,,,,,,,,,,,,,,,,,,,,
,6,,,,FC,2,チームサポ,,,,,,,,,,,,,,,,,,,,,,
,7,,,,FC,2,チームサポ,,,,,,,,,,,,,,,,,,,,,,
,8,,,,FC,1,チームサポ,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"・格付けバトル
・ゴチバトル",参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）,,,,,,,,,,参加人数：100～150名　（21～30チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,,,,,2,,,,MC,,,,,,2,,,,MC,,,,
,3,,,,OP,,,,,,3,,,,OP,,,,,,3,,,,OP,,,,
,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,,,4,,,,FC,,巡回,,
,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,
,6,,,,,,,,,,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,FC,,巡回,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBQ,参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）,,,,,,,,,,参加人数：100～150名　（21～30チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D/OP,,,,,,1,,,,D/OP,,,,,,1,,,,D/OP,,,,
,2,,,,MC,,BBQ師匠,,,,2,,,,MC,,BBQ師匠,,,,2,,,,MC,,BBQ師匠,,
,3,,,,,,,,,,3,,,,,,,,,,3,,,,FC,,巡回,,
,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,
,5,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,
,6,,,,,,,,,,6,,,,,,,,,,6,,,,,,,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
オール社員感謝祭,参加人数：～49名　（～9チーム想定）,,,,,,,,,,参加人数：50～99名　（11～20チーム想定）,,,,,,,,,,参加人数：100～150名　（21～30チーム想定）,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ,,NO,名前,,,P,巡回,備考,,サイズ
,1,,,,D,,,,,,1,,,,D,,,,,,1,,,,D,,,,
,2,,,,MC,,,,,,2,,,,MC,,,,,,2,,,,MC,,,,
,3,,,,OP,,通常OP＋カフート,,,,3,,,,OP,,通常OP＋カフート,,,,3,,,,OP,,通常OP＋カフート,,
,4,,,,OP,,BGM,,,,4,,,,OP,,BGM,,,,4,,,,OP,,BGM,,
,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,,,5,,,,FC,,巡回,,
,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,,,6,,,,FC,,巡回,,
,7,,,,,,,,,,7,,,,,,,,,,7,,,,FC,,巡回,,
,8,,,,,,,,,,8,,,,,,,,,,8,,,,,,,,
,9,,,,,,,,,,9,,,,,,,,,,9,,,,,,,,
,10,,,,,,,,,,10,,,,,,,,,,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"・戦国ワークショップ
・防災ヒーロー入団試験
・SDGsアドベンチャー
・科学ワークショップ
・ペットワークショップ


※1ブースにつき3名追加
※受付なしの場合は-2名",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NO,名前,,,P,巡回,備考,,サイズ,,,,,,,,,,,,,,,,,,,,
,1,,,,D,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,FC,,受付,,,,,,,,,,,,,,,,,,,,,,
,3,,,,FC,,受付,,,,,,,,,,,,,,,,,,,,,,
,4,,,,FC,,1ブース,,,,,,,,,,,,,,,,,,,,,,
,5,,,,FC,,1ブース,,,,,,,,,,,,,,,,,,,,,,
,6,,,,FC,,1ブース,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
